0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,12,1155,3,3,40,2,1,1,2,4,0,4,3,2,0,0,1,1,0,0
1,30,3108,2,4,31,1,1,0,2,3,0,1,0,0,1,2,1,1,0,0
-1,10,2901,1,4,31,1,1,3,2,1,4,1,1,0,0,2,0,2,0,0
-1,12,3617,1,4,28,3,1,1,4,3,0,4,2,0,2,2,0,2,1,0
-1,12,1655,2,4,63,2,1,3,4,4,0,4,2,0,0,2,1,1,1,0
-1,24,2812,2,4,26,1,1,0,2,1,4,4,1,0,0,2,0,2,0,0
1,36,8065,3,2,25,2,1,0,4,7,0,2,1,0,3,2,1,3,1,0
-1,21,3275,1,4,36,1,1,3,4,1,0,4,2,0,2,2,1,3,1,0
-1,24,2223,4,4,52,2,1,3,4,4,1,4,2,0,1,0,1,2,0,0
-1,12,1480,2,4,66,3,1,2,4,0,2,0,2,0,3,0,2,0,0,0
1,24,1371,4,4,25,1,1,0,2,0,4,2,1,0,0,2,0,2,0,0
-1,36,3535,4,4,37,2,1,3,4,0,0,3,2,0,2,2,1,2,1,0
-1,18,3509,4,1,25,1,1,0,2,4,0,3,1,2,0,2,1,2,0,0
-1,36,5711,4,2,38,2,1,3,4,1,3,4,2,0,2,2,1,3,1,0
-1,18,3872,2,4,67,1,1,1,2,6,0,0,1,0,2,2,1,2,1,0
1,39,4933,2,2,25,2,1,1,4,4,0,3,2,2,0,2,1,2,0,0
-1,24,1940,4,4,60,1,1,3,4,0,3,4,2,0,0,2,1,2,1,0
-1,12,1410,2,2,31,1,1,1,0,8,0,2,2,0,0,2,1,1,1,0
1,12,836,4,2,23,1,1,1,2,0,1,1,1,0,1,0,1,1,0,0
-1,20,6468,1,4,60,1,1,1,2,1,4,0,0,0,0,2,1,3,1,0
-1,18,1941,4,2,35,1,1,1,2,9,3,2,2,0,1,2,1,1,1,0
-1,22,2675,3,4,40,1,1,3,2,4,2,4,2,0,2,2,1,2,0,0
-1,48,2751,4,3,38,2,2,3,4,1,4,4,2,0,2,2,1,2,1,0
1,48,6224,4,4,50,1,1,1,3,7,0,4,2,0,3,2,2,2,0,0
1,40,5998,4,3,27,1,1,0,4,7,0,2,2,0,3,0,1,2,1,0
1,21,1188,2,4,39,1,2,1,2,9,0,4,1,0,1,2,1,2,0,0
-1,24,6313,3,4,41,1,2,3,2,1,4,4,2,0,2,2,1,3,1,0
-1,6,1221,1,2,27,2,1,3,4,3,4,2,3,0,1,2,1,2,0,0
-1,24,2892,3,4,51,1,1,2,2,3,0,4,0,0,3,2,2,2,0,0
-1,24,3062,4,3,32,1,1,3,2,3,2,4,2,0,3,2,0,2,1,0
-1,9,2301,2,4,22,1,1,3,2,3,1,1,1,0,1,2,0,2,0,0
1,18,7511,1,4,51,1,2,0,2,1,4,4,2,0,1,2,2,2,1,0
-1,12,1258,2,4,22,2,1,3,4,3,0,1,1,0,1,2,0,1,0,0
-1,24,717,4,4,54,2,1,3,3,0,4,4,3,0,2,2,1,2,1,0
-1,9,1549,4,2,35,1,1,1,2,0,4,1,2,0,0,2,1,0,0,0
