0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,12,763,4,1,26,1,1,3,2,3,0,2,1,0,0,2,1,2,1,0
1,24,2064,3,2,34,1,1,1,3,3,0,0,1,0,1,2,1,3,1,0
-1,8,1414,4,2,33,1,1,1,2,4,0,2,2,2,0,2,1,2,0,1
1,21,3414,2,1,26,2,1,0,3,7,0,1,2,0,1,2,1,2,0,0
1,30,7485,4,1,53,1,1,3,1,1,4,0,1,0,0,0,1,3,1,0
-1,12,2577,2,1,42,1,1,0,2,3,0,2,0,0,2,2,1,2,0,0
-1,6,338,4,4,52,2,1,0,4,4,2,4,2,0,2,2,1,2,0,0
-1,12,1963,4,2,31,2,2,3,2,4,0,3,2,0,2,2,0,3,1,0
-1,21,571,4,4,65,2,1,0,4,0,0,4,2,0,0,2,1,2,0,0
1,36,9572,1,1,28,2,1,3,3,9,0,1,0,0,2,2,1,2,0,0
1,36,4455,2,2,30,2,1,1,3,9,0,2,0,0,0,1,1,3,1,0
1,21,1647,4,2,40,2,2,0,1,0,4,2,2,0,1,2,1,1,0,0
-1,24,3777,4,4,50,1,1,3,4,3,3,2,2,0,0,2,1,2,1,0
1,18,884,4,4,36,1,2,1,4,0,0,4,2,0,2,0,1,2,1,0
-1,15,1360,4,2,31,2,1,3,4,4,0,2,2,0,1,2,1,2,0,0
1,9,5129,2,4,74,1,2,1,1,1,0,4,1,0,3,0,2,3,1,0
-1,16,1175,2,3,68,3,1,1,4,0,0,0,2,0,2,2,2,0,1,0
1,12,674,4,1,20,1,1,0,2,4,1,3,3,0,1,2,1,2,0,0
-1,18,3244,1,4,33,2,1,1,0,3,0,2,1,0,2,0,1,2,1,0
1,24,4591,2,3,54,3,1,3,2,9,3,2,2,0,1,2,1,3,1,0
1,48,3844,4,4,34,1,2,1,0,9,1,3,2,0,3,2,2,1,0,0
1,27,3915,4,2,36,1,2,1,2,9,0,2,2,0,2,2,1,2,1,0
-1,6,2108,2,2,29,1,1,3,2,4,0,3,3,0,0,2,0,2,0,0
1,45,3031,4,4,21,1,1,1,2,4,1,2,2,2,1,2,0,2,0,0
1,9,1501,2,3,34,2,1,1,4,7,0,4,1,0,2,2,1,3,1,0
-1,6,1382,1,1,28,2,1,3,4,4,0,2,1,0,2,2,1,2,1,0
1,12,951,4,4,27,4,1,1,2,3,1,1,1,0,2,0,0,2,0,0
-1,24,2760,4,4,36,1,1,1,2,1,4,4,2,0,3,0,2,2,1,0
1,18,4297,4,3,40,1,1,1,3,3,0,4,0,0,3,2,1,3,1,0
