0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,9,1236,1,4,23,1,1,3,2,5,0,1,1,0,0,2,0,2,1,0
1,9,959,1,2,29,1,1,1,2,3,0,2,1,0,2,2,1,2,0,1
-1,18,3229,2,4,38,1,1,3,4,1,4,0,2,0,3,2,1,3,1,0
1,12,6199,4,2,28,2,1,0,0,4,0,2,2,0,1,2,0,2,1,0
-1,10,727,4,4,46,1,1,3,2,7,2,4,2,0,3,2,2,2,1,0
1,24,1246,4,2,23,1,1,1,2,0,0,1,2,0,0,1,1,1,0,0
-1,12,2331,1,4,49,1,1,3,4,4,4,4,2,1,0,2,1,2,1,0
1,36,4463,4,2,26,2,1,3,3,4,0,2,2,0,2,2,1,3,1,0
-1,12,776,4,2,28,1,1,3,2,4,0,2,3,0,0,2,1,2,0,0
1,30,2406,4,4,23,1,1,0,2,3,0,3,1,0,0,2,0,2,0,0
-1,18,1239,4,4,61,1,1,1,2,7,4,2,2,0,3,2,2,2,0,0
-1,12,3399,2,3,37,1,1,2,2,4,4,4,2,0,2,2,1,3,0,0
-1,12,2247,2,2,36,2,1,2,3,0,0,2,1,0,2,1,1,2,1,0
-1,6,1766,1,2,21,1,1,3,2,3,0,2,3,0,1,2,0,2,0,0
1,18,2473,4,1,25,1,1,0,2,3,0,0,2,0,2,2,1,0,0,0
-1,12,1542,2,4,36,1,1,3,2,9,0,3,2,0,2,2,1,2,1,0
-1,18,3850,3,1,27,2,1,3,4,1,0,3,2,0,2,2,1,2,0,0
-1,18,3650,1,4,22,1,1,0,2,3,0,1,1,0,2,2,0,2,0,0
1,36,3446,4,2,42,1,2,0,2,3,0,4,2,0,2,2,1,2,0,0
-1,18,3001,2,4,40,1,1,1,2,3,0,3,1,0,0,2,0,2,0,0
-1,36,3079,4,4,36,1,1,3,2,0,4,2,2,0,0,2,1,2,0,0
-1,18,6070,3,4,33,2,1,3,4,4,0,4,2,0,2,2,1,2,1,0
-1,10,2146,1,3,23,2,1,3,4,3,0,1,1,0,0,2,0,2,0,0
-1,60,13756,2,4,63,1,1,3,4,0,4,4,2,0,3,0,2,3,1,0
1,60,14782,3,4,60,2,1,1,1,2,1,4,1,0,3,0,2,3,1,0
1,48,7685,2,4,37,1,1,0,1,9,0,3,1,2,2,2,0,2,0,0
-1,18,2320,2,3,34,2,1,3,3,4,0,0,3,0,0,2,1,2,0,0
-1,7,846,3,4,36,1,1,3,3,4,4,4,2,0,3,2,2,2,0,0
1,36,14318,4,2,57,1,1,1,2,0,0,4,2,0,3,2,2,3,1,0
-1,6,362,4,4,52,2,1,3,4,0,1,2,1,0,2,2,1,1,0,0
-1,20,2212,4,4,39,1,1,0,2,3,4,3,2,0,2,2,1,2,1,0
1,18,12976,3,4,38,1,1,1,2,1,0,0,1,0,3,2,2,3,1,0
-1,22,1283,4,4,25,1,1,3,2,0,4,3,1,0,1,2,0,2,0,0
-1,12,1330,4,1,26,1,1,2,2,0,0,1,2,0,0,2,1,2,0,0
-1,30,4272,2,2,26,2,1,3,3,9,1,2,2,0,1,2,1,1,0,0
-1,18,2238,2,1,25,2,1,3,4,4,0,2,1,0,2,2,1,2,0,0
-1,18,1126,4,2,21,1,1,3,2,4,4,1,1,0,0,2,0,2,1,0
-1,18,7374,4,4,40,2,1,1,4,3,0,0,2,0,1,1,1,3,1,0
-1,15,2326,2,4,27,1,1,1,4,9,2,2,2,0,2,0,1,2,0,0
-1,9,1449,3,2,27,2,1,3,2,9,0,3,1,0,2,2,1,2,0,0
-1,18,1820,2,2,30,1,1,3,2,0,0,2,3,0,1,2,1,3,1,0
-1,12,983,1,4,19,1,1,1,2,3,3,1,1,0,0,2,0,1,0,0
-1,36,3249,2,4,39,1,2,0,2,0,0,3,2,0,3,0,2,3,1,0
-1,6,1957,1,4,31,1,1,0,4,4,0,3,1,0,2,2,1,2,0,0
-1,9,2406,2,3,31,1,1,3,4,3,0,0,2,0,2,2,1,3,0,0
-1,39,11760,2,3,32,1,1,1,3,7,1,3,2,0,3,2,0,2,1,0
-1,12,2578,3,4,55,1,1,0,2,3,0,0,1,0,3,2,2,3,0,0
-1,36,2348,3,2,46,2,1,0,4,3,0,2,3,0,1,2,1,2,1,0
1,12,1223,1,1,46,2,1,1,2,0,0,4,0,0,0,2,0,2,0,0
-1,24,1516,4,1,43,2,1,3,4,4,3,2,1,0,0,2,1,1,0,0
