0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,24,1474,4,3,33,1,1,3,2,0,1,1,3,0,0,2,1,2,1,0
-1,10,894,4,3,40,1,1,3,2,8,4,3,1,0,1,2,1,2,1,0
-1,15,3343,4,2,28,1,1,3,4,3,0,2,2,0,3,2,2,2,1,0
1,15,3959,3,2,29,1,1,0,2,0,0,2,1,0,1,2,1,2,1,0
-1,9,3577,1,2,26,1,2,3,2,0,1,2,2,2,0,2,0,2,0,1
-1,24,5804,4,2,27,2,1,3,4,1,3,2,2,0,0,2,1,2,0,0
1,18,2169,4,2,28,1,1,3,3,9,0,2,3,0,2,2,1,2,1,0
1,24,2439,4,4,35,1,1,0,2,4,0,1,1,0,0,2,1,2,1,0
-1,27,4526,4,2,32,2,2,3,4,3,3,1,2,0,0,1,1,1,1,0
1,10,2210,2,2,25,1,1,3,2,3,0,2,2,0,0,0,0,1,0,0
-1,15,2221,2,4,20,1,1,3,2,3,2,2,1,0,2,2,0,2,0,0
-1,18,2389,4,1,27,1,1,0,2,4,0,1,1,0,2,1,1,2,0,0
-1,12,3331,2,4,42,1,1,3,4,3,0,4,2,0,1,1,1,2,0,0
-1,36,7409,3,2,37,2,1,3,2,9,4,4,2,0,1,2,1,2,0,0
-1,12,652,4,4,24,1,1,0,2,3,0,4,1,0,1,2,0,2,0,0
-1,36,7678,2,4,40,2,1,3,3,3,2,3,1,0,2,2,1,2,1,0
-1,6,1343,1,4,46,2,2,2,4,0,0,4,2,0,0,2,1,2,0,1
-1,24,1382,4,1,26,2,1,0,4,9,1,3,2,0,0,2,1,2,1,0
-1,15,874,4,1,24,1,1,3,2,5,4,1,1,0,0,2,1,2,0,0
-1,12,3590,2,2,29,1,2,0,2,3,0,2,2,1,1,2,1,1,0,0
-1,11,1322,4,4,40,2,1,1,4,0,3,2,1,0,2,2,1,2,0,0
-1,18,1940,3,4,36,1,1,0,1,4,0,1,2,1,3,0,2,3,1,0
-1,36,3595,4,2,28,1,1,3,2,4,0,4,2,0,2,2,1,2,0,0
1,9,1422,3,2,27,1,1,0,2,0,0,1,2,0,3,2,2,3,1,0
-1,30,6742,2,3,36,2,1,3,4,4,4,3,2,0,1,2,1,2,0,0
-1,24,7814,3,3,38,1,1,3,2,1,0,3,2,0,2,2,1,3,1,0
-1,24,9277,2,4,48,1,1,3,2,1,4,2,0,0,3,2,2,2,1,0
-1,30,2181,4,4,36,2,1,1,4,0,4,4,2,0,0,2,1,2,0,0
-1,18,1098,4,4,65,2,1,3,4,4,0,0,1,0,2,2,1,0,0,0
1,24,4057,3,3,43,1,1,1,2,3,0,3,0,0,2,2,1,2,1,0
1,12,795,4,4,53,1,1,0,2,7,0,1,1,0,1,2,1,2,0,0
-1,24,2825,4,3,34,2,2,1,4,9,4,3,2,0,3,2,1,2,1,0
1,48,15672,2,2,23,1,1,1,2,9,0,2,2,0,2,2,1,2,1,0
-1,36,6614,4,4,34,2,1,3,4,0,0,4,2,0,2,2,1,3,1,0
-1,28,7824,3,4,40,2,2,3,1,1,4,1,2,2,0,0,0,2,1,0
-1,27,2442,4,4,43,4,2,0,4,9,0,4,2,0,2,1,1,3,1,0
-1,15,1829,4,4,46,2,1,3,4,4,0,4,2,0,2,2,1,2,1,0
-1,12,2171,4,4,38,2,1,0,4,0,0,2,2,0,1,0,1,1,0,1
-1,36,5800,3,4,34,2,1,1,4,1,0,2,2,0,2,2,1,2,1,0
-1,18,1169,4,3,29,2,1,3,4,4,4,2,2,0,1,2,1,2,1,0
-1,36,8947,3,2,31,1,2,3,3,1,4,3,2,0,2,1,1,3,1,0
-1,21,2606,4,4,28,1,1,0,2,4,0,1,1,0,1,2,0,3,1,0
-1,12,1592,3,2,35,1,1,3,4,3,3,3,1,0,1,2,1,2,0,1
-1,15,2186,1,4,33,1,1,3,2,3,4,3,1,0,0,0,0,1,0,0
1,18,4153,2,3,42,1,1,0,2,3,0,2,2,1,2,2,1,2,0,0
