0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,18,3612,3,4,37,1,1,1,4,3,0,4,1,0,1,2,1,2,1,0
1,48,7763,4,4,42,1,1,0,2,0,0,4,2,0,3,0,2,3,0,0
-1,18,3049,1,1,45,1,1,2,2,3,0,1,1,0,1,1,1,1,0,0
1,12,1534,1,1,23,1,1,1,2,4,0,1,3,0,0,2,0,2,0,0
-1,24,2032,4,4,60,2,1,3,3,0,0,4,2,0,3,2,2,2,1,0
1,30,6350,4,4,31,1,1,0,2,3,4,4,2,0,1,2,1,2,0,0
1,18,2864,2,1,34,1,2,2,2,3,0,2,2,0,0,2,1,1,0,0
-1,12,1255,4,4,61,2,1,3,4,0,0,4,2,0,0,2,1,1,0,0
1,24,1333,4,2,43,2,2,0,3,0,0,0,2,0,0,2,2,2,0,0
-1,24,2022,4,4,37,1,1,3,4,0,0,2,1,0,2,2,1,2,1,0
-1,24,1552,3,1,32,1,2,3,2,4,0,3,2,0,2,0,1,2,0,0
1,12,626,4,4,24,1,1,0,1,4,0,2,1,0,0,0,1,1,0,0
-1,48,8858,2,1,35,2,1,3,4,1,4,3,2,0,3,2,2,2,1,0
-1,12,996,4,4,23,2,1,3,4,6,4,3,1,0,0,2,1,2,0,0
-1,6,1750,2,4,45,1,2,3,1,4,2,4,2,0,1,0,1,1,0,0
1,48,6999,1,1,34,2,1,0,2,4,0,3,3,2,0,2,1,2,1,0
-1,12,1995,4,1,27,1,1,1,4,0,1,1,2,0,2,2,1,2,0,0
-1,9,1199,4,4,67,2,1,1,2,7,0,3,1,0,1,2,1,3,1,0
1,12,1331,2,1,22,1,1,1,2,4,0,1,2,0,2,1,1,2,0,0
1,18,2278,3,3,28,2,1,1,0,0,1,1,1,0,2,2,1,2,0,0
1,21,5003,1,4,29,2,1,3,0,0,4,2,1,0,1,0,1,2,1,0
1,24,3552,3,4,27,1,1,0,1,3,0,3,2,0,2,0,1,2,0,0
1,18,1928,2,2,31,2,1,1,4,3,0,1,2,0,0,2,1,1,0,0
-1,24,2964,4,4,49,1,2,0,2,1,4,4,2,0,3,0,2,2,1,0
1,24,1546,4,4,24,1,1,0,1,4,0,3,2,2,2,0,0,1,0,0
-1,6,683,2,1,29,1,1,2,3,4,0,1,1,0,1,0,1,2,0,0
1,36,12389,1,4,37,1,1,1,2,0,4,2,2,0,3,2,2,2,1,0
-1,24,4712,4,2,37,2,1,1,3,9,4,2,2,0,1,0,1,3,1,0
-1,24,1553,3,2,23,2,1,1,3,4,1,3,1,0,1,2,0,2,1,0
1,12,1372,2,3,36,1,1,0,2,0,0,3,0,0,2,2,1,2,0,0
-1,24,2578,2,2,34,1,1,3,4,4,3,4,2,0,2,2,1,2,0,0
-1,48,3979,4,1,41,2,2,1,2,4,4,3,2,0,2,2,1,2,1,0
1,48,6758,3,2,31,1,1,0,2,4,0,2,1,0,2,2,1,2,1,0
1,24,3234,4,4,23,1,1,0,2,3,0,1,1,0,0,2,0,1,1,0
-1,30,5954,3,2,38,1,1,3,4,4,0,3,2,1,2,2,1,2,0,0
-1,24,5433,2,4,26,1,1,3,2,1,4,0,1,0,1,2,0,3,1,0
-1,15,806,4,4,22,1,1,0,2,9,0,2,1,0,1,2,1,1,0,0
-1,9,1082,4,4,27,2,1,1,2,4,0,4,2,0,2,2,1,1,0,0
-1,15,2788,2,3,24,2,1,3,4,3,0,3,1,1,2,0,1,2,0,0
-1,12,2930,2,1,27,1,1,1,2,4,0,3,1,0,0,2,1,2,0,0
-1,24,1927,3,2,33,2,1,3,4,7,4,2,1,0,2,2,1,2,1,0
1,36,2820,4,4,27,2,1,1,4,0,0,1,0,0,2,2,1,2,0,0
-1,24,937,4,3,27,2,1,3,2,8,0,1,3,0,2,2,1,1,0,0
1,18,1056,3,3,30,2,1,1,4,0,0,4,2,2,0,0,1,2,0,0
-1,12,3124,1,3,49,2,2,1,4,0,0,1,2,0,0,0,1,1,0,0
-1,9,1388,4,2,26,1,1,3,2,3,0,2,1,0,0,2,0,2,0,0
1,36,2384,4,1,33,1,1,1,2,6,0,1,2,0,3,2,0,1,0,0
-1,12,2133,4,4,52,1,1,3,2,0,4,4,1,0,3,2,2,3,1,0
1,18,2039,1,4,20,1,1,0,2,3,0,2,1,0,0,0,0,2,0,0
-1,9,2799,2,2,36,2,2,0,4,0,0,2,2,0,0,2,0,2,0,0
-1,12,1289,4,1,21,1,1,0,2,3,0,2,2,2,1,2,1,1,0,0
1,18,1217,4,3,47,1,1,0,2,5,0,2,3,0,0,2,1,1,1,0
1,12,2246,3,3,60,2,1,0,4,3,0,4,2,0,1,2,1,2,0,0
-1,12,385,4,3,58,4,1,0,4,4,0,3,1,0,0,2,1,1,1,0
-1,24,1965,4,4,42,2,1,1,3,0,4,2,1,0,2,2,0,2,1,0
-1,21,1572,4,4,36,1,1,3,2,9,3,4,1,0,0,0,1,1,0,0
1,24,2718,3,4,20,1,1,1,2,0,0,2,1,0,1,2,0,1,1,0
1,24,1358,4,3,40,1,1,0,1,2,4,4,2,0,2,1,1,3,1,0
1,6,931,1,1,32,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
1,24,1442,4,4,23,2,1,0,2,0,0,3,1,0,2,2,0,2,0,0
1,24,4241,1,4,36,3,1,1,0,9,0,2,2,0,0,2,1,1,1,0
1,18,2775,2,2,31,2,1,3,4,0,0,3,2,0,1,0,1,2,0,0
-1,24,3863,1,2,32,1,1,3,3,9,0,2,2,0,3,2,2,2,0,0
