0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1,21,2923,1,1,28,1,1,2,2,0,1,2,1,0,2,0,1,3,1,0
1,36,8229,2,2,26,1,2,0,2,1,0,2,2,0,1,2,1,2,0,0
-1,24,2028,2,2,30,2,1,3,4,3,0,3,2,0,1,2,1,1,0,0
-1,15,1433,4,3,25,2,1,0,4,3,0,2,1,0,1,2,0,2,0,0
-1,42,6289,2,1,33,2,1,2,0,9,0,1,0,0,1,2,1,2,0,0
-1,13,1409,2,4,64,1,1,3,2,4,1,0,1,0,0,2,1,2,0,0
-1,24,6579,4,2,29,1,1,0,2,1,0,0,2,0,3,2,2,3,1,0
-1,24,1743,4,2,48,2,1,1,4,4,0,4,2,0,1,2,1,1,0,0
-1,12,3565,2,1,37,2,2,3,4,7,4,1,2,0,1,2,1,1,0,0
-1,15,1569,4,4,34,1,2,3,1,4,1,4,2,0,2,0,1,1,0,0
-1,18,1936,2,4,23,2,1,0,2,4,4,3,3,0,2,2,0,1,0,0
-1,36,3959,4,3,30,1,1,0,2,3,0,0,2,0,1,2,1,3,1,0
-1,12,2390,4,3,50,1,1,3,2,0,4,4,2,0,2,2,1,2,1,0
-1,12,1736,3,4,31,1,1,3,2,3,0,3,1,0,0,2,1,1,0,0
-1,30,3857,4,4,40,1,1,0,2,1,0,2,0,0,1,2,1,3,1,0
-1,12,804,4,4,38,1,1,3,2,4,0,4,2,0,2,2,1,2,0,0
1,45,1845,4,4,23,1,1,0,2,4,0,2,2,0,3,2,2,2,1,0
-1,45,4576,3,4,27,1,1,1,4,1,1,0,2,0,2,2,1,2,0,0
